payment_id,customer_id,subscription_id,mandate_id,amount_inr,currency,failure_code,root_cause,mandate_status,attempt_number,previous_successes,previous_failures,created_at
pay_test_77ab0419bda3,cust_377387cd1f,sub_803e6967a3,mandate_db6316346f,799,INR,insufficient_balance,BALANCE,active,2,4,4,2026-08-09T16:02:46.034652
pay_test_fdb5f890492e,cust_c292294268,sub_29ef8d6ac6,mandate_84dcf0a8c9,4999,INR,insufficient_balance,BALANCE,active,3,11,1,2026-08-22T08:41:46.034673
pay_test_0f3c52306cc0,cust_d242245f99,sub_a1ece2659a,mandate_2b51b0cfde,199,INR,low_balance,BALANCE,active,4,16,0,2026-06-28T02:25:46.034719
pay_test_8b316e56b661,cust_7a54fc3158,sub_38b7c1a316,mandate_8a31703bd8,4999,INR,network_timeout,BANK_TIMEOUT,active,1,16,1,2026-05-31T21:38:46.034745
pay_test_b8a227e3ff23,cust_20f64f0e04,sub_a6e6b129bd,mandate_9e14a6e2f1,1499,INR,mandate_revoked,REVOKED,revoked,4,1,3,2026-05-29T10:26:46.034767
pay_test_a7a130e2f500,cust_5e3405c9e9,sub_4d4eb3c8dd,mandate_ac6627dcda,999,INR,network_timeout,BANK_TIMEOUT,active,2,2,0,2026-08-16T09:40:46.034789
pay_test_6d6cf896ff3b,cust_d99646c860,sub_0da9dfceb6,mandate_1cce2120c4,2499,INR,network_timeout,BANK_TIMEOUT,active,3,12,4,2026-06-26T21:19:46.034822
pay_test_30117d909f25,cust_b6de42eb7b,sub_0f489d4c2c,mandate_ad2db239c7,2499,INR,mandate_expired,EXPIRED_MANDATE,expired,2,20,5,2026-06-29T23:01:46.034847
pay_test_fff5a6d99db2,cust_bba76585a1,sub_340d95eb2a,mandate_b5abea2ae3,1499,INR,low_balance,BALANCE,active,1,14,3,2026-07-15T00:37:46.034868
pay_test_41a7c7a5f063,cust_d8b5923d57,sub_97996bd558,mandate_cd6118920f,1999,INR,network_timeout,BANK_TIMEOUT,active,1,4,5,2026-08-13T11:52:46.034890
pay_test_b8e40bf53d38,cust_9a3edf40b1,sub_446dcd5c00,mandate_fe6d778cf9,99,INR,expired_mandate,EXPIRED_MANDATE,expired,3,4,4,2026-05-31T10:31:46.034911
pay_test_62bc8023ef83,cust_f5f233d947,sub_f5443497ba,mandate_79becbb75f,4999,INR,expired_mandate,EXPIRED_MANDATE,expired,3,1,2,2026-07-10T10:21:46.034933
pay_test_1002ee7fc3ac,cust_116c2e1e8f,sub_67e62d2751,mandate_9bfd9a6401,199,INR,mandate_revoked,REVOKED,revoked,3,15,1,2026-06-14T02:50:46.034966
pay_test_a06483b64c30,cust_fb7ef0e35a,sub_4b6f76fec9,mandate_1fae080784,4999,INR,bank_timeout,BANK_TIMEOUT,active,1,13,4,2026-06-07T16:04:46.034992
pay_test_a53933dd99f1,cust_d69bf31b57,sub_6d687e5b0d,mandate_c8bd273a4c,799,INR,bank_timeout,BANK_TIMEOUT,active,3,5,2,2026-07-11T13:46:46.035013
pay_test_576f390e862d,cust_29a5bdba9a,sub_62a06f1456,mandate_3941b1b909,9999,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,2,1,2026-08-12T14:24:46.035035
pay_test_1416e3fb6345,cust_442d6a8be6,sub_fc321c630d,mandate_580ddabf02,299,INR,low_balance,BALANCE,active,3,14,2,2026-07-15T14:37:46.035056
pay_test_26f1cd48c093,cust_fd9a99491a,sub_2f2062938a,mandate_2ccadb6c7b,299,INR,bank_timeout,BANK_TIMEOUT,active,1,1,1,2026-05-30T11:40:46.035077
pay_test_61421ae29f91,cust_1eced141ff,sub_e4489da902,mandate_211c8df044,1999,INR,expired_mandate,EXPIRED_MANDATE,expired,4,15,4,2026-07-21T07:09:46.035097
pay_test_b493d7b2d27b,cust_9e106e9ec7,sub_1e9f6dc2b4,mandate_1884b929c5,799,INR,revoked_mandate,REVOKED,revoked,4,13,0,2026-06-17T16:38:46.035131
pay_test_bb542ca4b0b9,cust_4728f1a0f9,sub_cd0ecef342,mandate_a66536cc40,99,INR,low_balance,BALANCE,active,2,19,0,2026-07-17T07:08:46.035156
pay_test_dc1c3317bb43,cust_1cf756fb41,sub_746522bc5f,mandate_488b7b2b16,199,INR,low_balance,BALANCE,active,1,9,2,2026-06-21T14:30:46.035177
pay_test_2f750daed321,cust_041aaa7abb,sub_dfd337ae07,mandate_5be650c85d,499,INR,low_balance,BALANCE,active,3,17,5,2026-08-15T01:02:46.035210
pay_test_38126fd86f6a,cust_080be269c5,sub_c8714790de,mandate_0bf9038b73,199,INR,network_timeout,BANK_TIMEOUT,active,3,0,3,2026-06-12T00:21:46.035235
pay_test_29f787feea24,cust_583df515d2,sub_c034b4dbb8,mandate_341ab81ded,1499,INR,expired_mandate,EXPIRED_MANDATE,expired,1,9,0,2026-07-14T08:06:46.035256
pay_test_f92e1b08250c,cust_490fcb6d90,sub_f1c2000054,mandate_b7fc4db5be,1499,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,11,0,2026-07-24T00:20:46.035277
pay_test_8018c0d32adc,cust_e519ea99c4,sub_b186e3c63b,mandate_4f93129b35,999,INR,mandate_expired,EXPIRED_MANDATE,expired,2,12,2,2026-07-13T08:53:46.035298
pay_test_c957bbfdc4e3,cust_27d4d2066e,sub_df3d89771d,mandate_15422c03bd,499,INR,mandate_revoked,REVOKED,revoked,3,16,4,2026-07-10T14:05:46.035320
pay_test_8e13fd9f9e81,cust_7d0ca8f2f3,sub_7acfdaae9a,mandate_acb7f106e9,299,INR,bank_timeout,BANK_TIMEOUT,active,3,7,0,2026-07-30T08:19:46.035341
pay_test_83c78cc83740,cust_a4eabe39d1,sub_d2b2cbad6f,mandate_cb06b9a8c6,1999,INR,insufficient_balance,BALANCE,active,4,5,5,2026-06-12T19:29:46.035362
pay_test_82e108682732,cust_67aece8533,sub_3c0633697d,mandate_b7a752c483,299,INR,network_timeout,BANK_TIMEOUT,active,4,20,2,2026-08-15T22:29:46.035384
pay_test_fb4fe9d3c6d9,cust_76cfa3121d,sub_acda689015,mandate_6e303f2cc1,999,INR,network_timeout,BANK_TIMEOUT,active,1,18,0,2026-07-15T23:29:46.035417
pay_test_806e9dee4222,cust_baab482109,sub_f9b6e73b7e,mandate_c3d3043a65,9999,INR,low_balance,BALANCE,active,1,9,0,2026-06-06T18:25:46.035454
pay_test_d3cc0a77ee4d,cust_3d693e12c6,sub_611ceefe3c,mandate_d5178dad19,9999,INR,mandate_expired,EXPIRED_MANDATE,expired,2,14,4,2026-07-13T18:27:46.035479
pay_test_62ae9dcc74fd,cust_a4484028b7,sub_b62133a6d3,mandate_19d0ab638d,999,INR,mandate_revoked,REVOKED,revoked,1,14,0,2026-06-20T17:46:46.035500
pay_test_d2b95f7b0738,cust_537f21a72f,sub_bce25d53a0,mandate_7d2d19363f,2499,INR,low_balance,BALANCE,active,2,14,4,2026-07-09T01:59:46.035533
pay_test_4aaff12eb44f,cust_59c5a0c1a3,sub_0ea3544904,mandate_ea57c3339f,4999,INR,low_balance,BALANCE,active,1,10,5,2026-06-04T17:36:46.035559
pay_test_33b04d39327f,cust_04524d7478,sub_e8217209f9,mandate_22251ef2e9,1499,INR,insufficient_balance,BALANCE,active,3,17,5,2026-07-22T14:03:46.035580
pay_test_7a370d151866,cust_b5d2dcfe27,sub_823d50a8f2,mandate_e952514474,4999,INR,bank_timeout,BANK_TIMEOUT,active,2,10,0,2026-07-11T04:16:46.035601
pay_test_72c4f12c19db,cust_f76dbb8d7d,sub_1e71c56385,mandate_2fa9dca0e8,199,INR,network_timeout,BANK_TIMEOUT,active,3,4,4,2026-06-14T01:16:46.035622
pay_test_efd3f33c8a13,cust_2a3347caa4,sub_4fb02786a3,mandate_97b13e9ee3,9999,INR,bank_timeout,BANK_TIMEOUT,active,4,16,0,2026-06-20T02:56:46.035645
pay_test_a1356c43529c,cust_cc07acc11d,sub_21712fbe7b,mandate_826a85720f,1999,INR,mandate_expired,EXPIRED_MANDATE,expired,2,6,2,2026-07-27T09:48:46.035666
pay_test_e6f883b1428f,cust_01062d25fc,sub_e10ba510de,mandate_ef47c66a0b,2499,INR,insufficient_balance,BALANCE,active,1,16,4,2026-06-01T03:01:46.035699
pay_test_1d4ff222089a,cust_1a55c981fb,sub_1811d4799a,mandate_014aa2d3de,299,INR,bank_timeout,BANK_TIMEOUT,active,2,19,3,2026-07-31T15:08:46.035723
pay_test_7c12eb12e28f,cust_164f4bc4ec,sub_0cc017f553,mandate_4c9566e7e1,1499,INR,bank_timeout,BANK_TIMEOUT,active,3,14,0,2026-05-29T14:42:46.035756
pay_test_673451fcfaec,cust_5a9accad4b,sub_b7f394ee7f,mandate_4e3a06b064,2499,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,2,14,1,2026-07-15T22:00:46.035782
pay_test_ef7c8cc696ea,cust_d8550db01d,sub_8370ab8db7,mandate_72ebc498d6,1999,INR,network_timeout,BANK_TIMEOUT,active,3,18,3,2026-07-06T21:24:46.035803
pay_test_7b35e592922b,cust_ae489a5c14,sub_87909117ae,mandate_0000f0ae7c,299,INR,mandate_expired,EXPIRED_MANDATE,expired,3,6,4,2026-08-17T17:27:46.035825
pay_test_908e908d3674,cust_2c6bbe6ae7,sub_059071c3a2,mandate_5777b9facf,799,INR,limit_exceeded,LIMIT_EXCEEDED,active,1,16,0,2026-08-04T05:29:46.035847
pay_test_e2e902c102de,cust_b27fb258b4,sub_27501b23df,mandate_0341989f8a,499,INR,limit_exceeded,LIMIT_EXCEEDED,active,4,13,0,2026-07-11T13:31:46.035893
pay_test_1cd5514a9ea9,cust_17253da15e,sub_488ca4fb70,mandate_f0b9f63413,199,INR,low_balance,BALANCE,active,3,7,3,2026-07-27T13:37:46.035914
pay_test_0b65f2fda704,cust_0ab17ef8db,sub_e85fa6a89d,mandate_207944aeeb,99,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,3,4,1,2026-06-24T15:04:46.035936
pay_test_1d70f9092a0d,cust_c2b9b62559,sub_050d1269c3,mandate_3e547d34fb,99,INR,low_balance,BALANCE,active,1,14,4,2026-08-22T05:44:46.035970
pay_test_c04456898651,cust_20482f8c94,sub_f64732eabb,mandate_178fc6652c,499,INR,network_timeout,BANK_TIMEOUT,active,3,3,2,2026-08-09T12:42:46.035995
pay_test_7b8c62fb40fa,cust_542aa150fa,sub_9205232e03,mandate_a8d0490431,1999,INR,expired_mandate,EXPIRED_MANDATE,expired,1,2,0,2026-06-04T21:21:46.036016
pay_test_9002b09858b4,cust_85703bba7f,sub_f2180e2a3f,mandate_7cdb434fda,99,INR,insufficient_balance,BALANCE,active,3,9,3,2026-07-24T19:31:46.036039
pay_test_3171bbe77af9,cust_430daa7450,sub_e627656cbc,mandate_07b35e2b83,199,INR,insufficient_balance,BALANCE,active,1,16,2,2026-07-05T22:55:46.036061
pay_test_3b6e666adb66,cust_e0548dba72,sub_a4a573c9da,mandate_a9e3e27b44,99,INR,network_timeout,BANK_TIMEOUT,active,3,8,5,2026-08-16T02:42:46.036095
pay_test_413ea5ad9559,cust_0e641ebe61,sub_8817fadfaa,mandate_83cbab0018,999,INR,bank_timeout,BANK_TIMEOUT,active,2,18,5,2026-08-19T02:23:46.036119
pay_test_3b4a5699f8dc,cust_aa8cce9f80,sub_5ad5a90b00,mandate_a50e5aad4a,1999,INR,mandate_expired,EXPIRED_MANDATE,expired,2,14,5,2026-08-07T11:12:46.036141
pay_test_7daf09bb2993,cust_b504645eee,sub_a85b7f05df,mandate_d368522711,499,INR,network_timeout,BANK_TIMEOUT,active,1,1,2,2026-07-30T12:37:46.036162
pay_test_3d4646c1cc77,cust_80e77bc004,sub_774681c950,mandate_536fc286e1,799,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,17,3,2026-06-03T07:39:46.036183
pay_test_ee22469519bb,cust_6ef7d82e71,sub_d3951f8e56,mandate_e8d47ea860,799,INR,mandate_expired,EXPIRED_MANDATE,expired,1,20,2,2026-07-08T00:01:46.036216
pay_test_7c61cedf4992,cust_7bc5bb6a55,sub_cea7668c24,mandate_800b84cc22,299,INR,expired_mandate,EXPIRED_MANDATE,expired,4,12,2,2026-05-27T22:34:46.036241
pay_test_22b1a61decec,cust_7bd2a86b74,sub_56af194784,mandate_dcf7ffe96d,1499,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,2,5,2026-06-29T18:05:46.036262
pay_test_54f13825eebb,cust_54cac45132,sub_564ce64d4a,mandate_8c72b64385,199,INR,low_balance,BALANCE,active,3,10,0,2026-06-01T04:38:46.036283
pay_test_2f6a14271d66,cust_0a6aa38acc,sub_3675c2e99a,mandate_19a16e46c2,1999,INR,expired_mandate,EXPIRED_MANDATE,expired,3,5,5,2026-06-28T12:11:46.036303
pay_test_cb6ea4ac46cf,cust_c0a3562fef,sub_9c58899e23,mandate_13719a5739,799,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,19,3,2026-08-14T16:17:46.036325
pay_test_4d0162fb56ff,cust_dc385e32f5,sub_a46099e6ae,mandate_761c4ae8fa,4999,INR,mandate_expired,EXPIRED_MANDATE,expired,4,0,1,2026-08-20T09:53:46.036346
pay_test_093e9ff191e1,cust_c8cb00dc50,sub_4c837c2c72,mandate_135dce33a5,4999,INR,low_balance,BALANCE,active,1,11,3,2026-06-08T09:14:46.036368
pay_test_48fec77ed167,cust_f91f12b09c,sub_e014f88c81,mandate_c8f9881624,199,INR,expired_mandate,EXPIRED_MANDATE,expired,2,11,3,2026-06-18T02:32:46.036401
pay_test_3b3bf7eceea0,cust_9a534240a7,sub_2fe676f49f,mandate_d532e7f886,99,INR,expired_mandate,EXPIRED_MANDATE,expired,2,7,0,2026-06-21T21:33:46.036426
pay_test_43d5fbccdf7d,cust_8ecaa03a9c,sub_18b1e891ee,mandate_03d0c7d3b7,1999,INR,limit_exceeded,LIMIT_EXCEEDED,active,2,8,2,2026-06-07T04:13:46.036459
pay_test_ffb3e9bd8555,cust_dc957c2849,sub_76fe182917,mandate_1d6f6d102a,299,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,6,0,2026-06-28T08:00:46.036484
pay_test_7135f6534658,cust_f41724d887,sub_c5290612ff,mandate_c55e3b2d31,999,INR,bank_timeout,BANK_TIMEOUT,active,1,10,5,2026-06-14T20:39:46.036505
pay_test_b2ccb5b28f24,cust_bf8555e427,sub_d0e7c72b96,mandate_07836e78a5,999,INR,limit_exceeded,LIMIT_EXCEEDED,active,2,20,1,2026-08-09T07:07:46.036527
pay_test_73a9b5cd6a32,cust_ac5ccb25a0,sub_6ecbfe7248,mandate_3ab49e049c,2499,INR,low_balance,BALANCE,active,3,0,2,2026-06-25T20:49:46.036548
pay_test_f6fa74e0084b,cust_a89552a422,sub_14e5f436ac,mandate_599eeb9290,1499,INR,bank_timeout,BANK_TIMEOUT,active,4,2,2,2026-06-18T00:08:46.036570
pay_test_a4f3f9957eae,cust_35c6de79f6,sub_9c86e6bd77,mandate_7d950796ee,9999,INR,mandate_expired,EXPIRED_MANDATE,expired,1,4,2,2026-06-27T23:14:46.036591
pay_test_992663487e1f,cust_a7cd1fc931,sub_2c43d37065,mandate_b725733846,4999,INR,mandate_revoked,REVOKED,revoked,2,17,5,2026-08-08T00:25:46.036612
pay_test_f3e24701be12,cust_fae0a33812,sub_73fc206b64,mandate_5675a229fe,299,INR,limit_exceeded,LIMIT_EXCEEDED,active,3,3,4,2026-08-03T08:37:46.036633
pay_test_fc4224ad2249,cust_3c41ab6097,sub_78836eb98b,mandate_83e401f44e,799,INR,limit_exceeded,LIMIT_EXCEEDED,active,1,11,4,2026-07-23T07:17:46.036654
pay_test_523b39847868,cust_f7313bf19f,sub_320420d380,mandate_ac6e6de213,799,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,4,5,2026-06-20T17:47:46.036697
pay_test_9eefd55c1b5a,cust_84c794684b,sub_c39ea25674,mandate_d830a2e829,4999,INR,bank_timeout,BANK_TIMEOUT,active,3,5,5,2026-06-13T12:05:46.036723
pay_test_7f9ec3ee05c5,cust_8059470498,sub_fa7e0b9677,mandate_3fc337c8b8,4999,INR,limit_exceeded,LIMIT_EXCEEDED,active,3,1,5,2026-06-02T07:08:46.036744
pay_test_16092135aaf7,cust_ae14f6c2fa,sub_aa2bcb9cb6,mandate_25856c3aba,2499,INR,bank_timeout,BANK_TIMEOUT,active,3,15,5,2026-06-03T04:27:46.036765
pay_test_66a62b9b5483,cust_cbfe1cb284,sub_c0be48bcf9,mandate_dfebe5e068,199,INR,low_balance,BALANCE,active,1,9,3,2026-08-03T23:31:46.036786
pay_test_6b15e031be89,cust_e4a102c78d,sub_c875af5483,mandate_e3ec5c72e8,299,INR,mandate_revoked,REVOKED,revoked,3,10,4,2026-07-14T14:02:46.036852
pay_test_6f0ec6317a98,cust_39a37f9e7b,sub_46f699205f,mandate_a638d5c481,2499,INR,expired_mandate,EXPIRED_MANDATE,expired,1,4,2,2026-07-15T06:28:46.036878
pay_test_5c44bdf17308,cust_ba953cd37e,sub_8673d2f5a3,mandate_2b6bbd63b6,199,INR,low_balance,BALANCE,active,1,7,1,2026-07-18T01:02:46.036900
pay_test_79fc17be29ed,cust_d4aeb94a9c,sub_a9cb33e99f,mandate_8ba4a4442d,4999,INR,bank_timeout,BANK_TIMEOUT,active,3,5,2,2026-07-31T08:26:46.036921
pay_test_7d545b49632a,cust_140af05465,sub_bf204a7ddc,mandate_8110662796,1999,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,15,2,2026-08-13T01:25:46.036942
pay_test_6f82fc43d282,cust_a014cb7c2b,sub_11a85351e7,mandate_25c4767a9c,999,INR,mandate_revoked,REVOKED,revoked,1,6,4,2026-08-18T04:26:46.036975
pay_test_8a81bdb5517d,cust_8d43c8a636,sub_c3b3ff104f,mandate_65c211eb55,99,INR,network_timeout,BANK_TIMEOUT,active,1,9,4,2026-06-30T09:01:46.037000
pay_test_5bccd61d260d,cust_90ab28b487,sub_d47b7d1083,mandate_dddd37b942,99,INR,low_balance,BALANCE,active,4,12,2,2026-08-17T19:22:46.037021
pay_test_9c005e54050f,cust_f41a312e95,sub_b996ccdc9c,mandate_f9bca1569e,2499,INR,low_balance,BALANCE,active,4,2,3,2026-06-15T05:05:46.037054
pay_test_252b95fa7e62,cust_9344c12dff,sub_dbf79e30a5,mandate_e0b37ab930,1499,INR,limit_exceeded,LIMIT_EXCEEDED,active,3,4,0,2026-07-11T20:34:46.037078
pay_test_304e4c1bcc92,cust_26ab84482c,sub_1c933d0ecc,mandate_8d8e2f0b90,1499,INR,bank_timeout,BANK_TIMEOUT,active,1,19,4,2026-08-19T12:49:46.037100
pay_test_dfbab9314c95,cust_384ac8e043,sub_d5479bf829,mandate_72d2613085,299,INR,network_timeout,BANK_TIMEOUT,active,2,16,3,2026-07-13T18:37:46.037121
pay_test_5e1ea4648681,cust_2987792ae9,sub_a7e32da47e,mandate_4d0d5c9303,2499,INR,low_balance,BALANCE,active,4,18,2,2026-05-25T19:38:46.037143
pay_test_a62ea8c30f9c,cust_e4c2da8086,sub_4a5fdf1d9e,mandate_914316fd7d,9999,INR,mandate_revoked,REVOKED,revoked,1,11,2,2026-07-01T19:38:46.037163
pay_test_132d0c2bbccf,cust_23b19c751b,sub_db392c63f6,mandate_36874eef81,799,INR,bank_timeout,BANK_TIMEOUT,active,2,19,3,2026-08-17T19:27:46.037186
pay_test_02b84dc024b8,cust_27ece7775c,sub_1834fd7edd,mandate_c22075aede,499,INR,low_balance,BALANCE,active,1,4,5,2026-06-11T15:50:46.037223
pay_test_243df43ffe5f,cust_e3f2c8911d,sub_9004239d69,mandate_6507ef3a32,299,INR,low_balance,BALANCE,active,4,10,3,2026-05-28T07:31:46.037247
pay_test_a948013b3491,cust_4dbf51a438,sub_bde7a638f2,mandate_da53485dbf,299,INR,revoked_mandate,REVOKED,revoked,2,1,5,2026-06-14T03:15:46.037269
pay_test_a611ec744385,cust_950fa504a4,sub_1db9f56dd0,mandate_0fee3d6128,1999,INR,revoked_mandate,REVOKED,revoked,3,10,1,2026-06-16T02:14:46.037290
pay_test_6908df639e20,cust_9ef4730a82,sub_59072cd081,mandate_f87f122493,499,INR,network_timeout,BANK_TIMEOUT,active,2,19,3,2026-07-19T20:38:46.037311
pay_test_8dab410baf41,cust_6aa3e31c82,sub_4fd1940294,mandate_1a6535ec63,499,INR,low_balance,BALANCE,active,4,9,5,2026-07-14T22:35:46.037333
pay_test_10adbe13dda9,cust_6251b9e446,sub_90e551692a,mandate_ac34fa7aa6,4999,INR,network_timeout,BANK_TIMEOUT,active,4,9,0,2026-07-05T02:08:46.037367
pay_test_4484c5ead03c,cust_eb382110de,sub_da405ef127,mandate_20dae9fa66,199,INR,network_timeout,BANK_TIMEOUT,active,3,1,2,2026-06-28T17:41:46.037392
pay_test_d414defcb0ad,cust_28cbb22dbd,sub_e72e80b175,mandate_658dc5640b,799,INR,bank_timeout,BANK_TIMEOUT,active,3,6,4,2026-08-07T10:18:46.037413
pay_test_b634c877234e,cust_9635542b29,sub_84b4e5a472,mandate_17329612fe,9999,INR,bank_timeout,BANK_TIMEOUT,active,2,7,0,2026-06-04T06:54:46.037435
pay_test_ace05f6f9026,cust_f93e42ffb9,sub_3abda3476c,mandate_c1c147dc6f,9999,INR,low_balance,BALANCE,active,2,15,0,2026-08-23T19:58:46.037467
pay_test_aacf9ec69db3,cust_b11b7f4f86,sub_947b06d966,mandate_2f38162997,499,INR,low_balance,BALANCE,active,3,15,5,2026-07-14T04:16:46.037493
pay_test_7d3a9ba43c8b,cust_352e2d6a44,sub_06a13da195,mandate_8482085422,499,INR,insufficient_balance,BALANCE,active,1,20,4,2026-08-02T00:01:46.037514
pay_test_3b76bd7ccc6d,cust_d6e1fea25a,sub_34a04d0fe2,mandate_769ef1f51c,299,INR,bank_timeout,BANK_TIMEOUT,active,3,12,3,2026-08-20T13:38:46.037537
pay_test_3bb06c9772e8,cust_83855ef4aa,sub_ff4485cf48,mandate_545aec1c8a,1999,INR,bank_timeout,BANK_TIMEOUT,active,4,10,2,2026-08-06T21:28:46.037559
pay_test_67718d792009,cust_c8c9cbf7b5,sub_2e17a3f738,mandate_60de85bbf2,1999,INR,insufficient_balance,BALANCE,active,3,10,1,2026-08-01T13:10:46.037580
pay_test_2b85055b0830,cust_377e8521de,sub_5740d866a3,mandate_f928cd9f79,499,INR,expired_mandate,EXPIRED_MANDATE,expired,2,18,5,2026-06-06T17:00:46.037601
pay_test_8bd069672d1d,cust_3a56ab3dde,sub_533535c480,mandate_df7c3f8bf3,199,INR,expired_mandate,EXPIRED_MANDATE,expired,4,16,2,2026-05-31T10:46:46.037622
pay_test_987e1601d2a1,cust_15b417ff90,sub_357d7bc89b,mandate_9eaf383a4a,99,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,3,10,1,2026-07-06T06:29:46.037642
pay_test_6f2155006de6,cust_a7c2e0b37d,sub_099a915e82,mandate_9eb13cfc62,4999,INR,network_timeout,BANK_TIMEOUT,active,1,9,4,2026-07-21T17:34:46.037677
pay_test_08a36551bcd8,cust_e59650ce1a,sub_d486d05e8b,mandate_31268f816b,799,INR,bank_timeout,BANK_TIMEOUT,active,2,3,3,2026-07-03T16:25:46.037714
pay_test_49e017f1e88c,cust_b3fdf97ce7,sub_b914a1208a,mandate_6363ef9d6e,799,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,3,3,5,2026-06-07T06:43:46.037742
pay_test_7793590e5a91,cust_15fac7f7e4,sub_e8e8219975,mandate_b274a53a43,4999,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,3,4,3,2026-07-01T15:22:46.037764
pay_test_d9ac8ffa6e19,cust_2223dd37b6,sub_e62b87e09f,mandate_fb4fd0ef6a,4999,INR,limit_exceeded,LIMIT_EXCEEDED,active,1,7,5,2026-06-17T23:24:46.037786
pay_test_8cca84afdcff,cust_694d299f79,sub_0d2370296f,mandate_d5f179113b,99,INR,bank_timeout,BANK_TIMEOUT,active,2,18,0,2026-06-11T20:48:46.037807
pay_test_59bf83706a80,cust_6403d9ac9c,sub_80e072a13a,mandate_7901ef5d9b,499,INR,low_balance,BALANCE,active,4,3,5,2026-08-12T21:29:46.037829
pay_test_af7c8cccde7f,cust_5d4121ac47,sub_9aa4a98d87,mandate_f6e56f89c5,1499,INR,network_timeout,BANK_TIMEOUT,active,4,4,4,2026-06-13T12:22:46.037849
pay_test_565bebecc7b4,cust_e13c0b6ce2,sub_4747258813,mandate_c1761fd1d6,799,INR,revoked_mandate,REVOKED,revoked,1,0,3,2026-07-27T19:53:46.037891
pay_test_74db6780b7f5,cust_5ab1f0a26d,sub_03fed1c59b,mandate_8d9e9bd972,99,INR,low_balance,BALANCE,active,1,2,4,2026-06-25T12:39:46.037913
pay_test_7840ce07d3dd,cust_a62f84942c,sub_f6be4c779c,mandate_a274f84a38,9999,INR,mandate_expired,EXPIRED_MANDATE,expired,4,20,5,2026-07-08T01:29:46.037934
pay_test_78223a5cedb4,cust_e8f4b9e8bb,sub_07ec2c7083,mandate_1f23e48083,9999,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,2,12,0,2026-06-02T02:50:46.037970
pay_test_9b0f6e8c95c6,cust_22366cd754,sub_046b8b0b79,mandate_111b60a44c,499,INR,low_balance,BALANCE,active,1,16,1,2026-08-22T04:28:46.038007
pay_test_8fdfebb6f471,cust_fa217750ba,sub_525160c9d0,mandate_1a37713827,499,INR,network_timeout,BANK_TIMEOUT,active,2,17,3,2026-06-27T02:48:46.038032
pay_test_fcf5a7c59bae,cust_90db02fb2b,sub_adc6f3fdf9,mandate_957a122999,1499,INR,insufficient_balance,BALANCE,active,1,1,5,2026-07-25T07:53:46.038054
pay_test_087513dc9a58,cust_94b39bc422,sub_652810061d,mandate_cc860634b8,9999,INR,insufficient_balance,BALANCE,active,1,14,4,2026-07-23T14:55:46.038075
pay_test_5334cdd186ce,cust_77e76fd8e2,sub_f164d33a33,mandate_cabf8a2130,99,INR,mandate_expired,EXPIRED_MANDATE,expired,2,17,1,2026-06-21T04:43:46.038108
pay_test_6ff4e96861cd,cust_a4dd7776cf,sub_1ac781ee3e,mandate_c6a9fc4972,9999,INR,network_timeout,BANK_TIMEOUT,active,3,18,4,2026-07-25T04:01:46.038132
pay_test_e8e2c849de58,cust_920e983673,sub_707705f904,mandate_e17e5d66ae,799,INR,insufficient_balance,BALANCE,active,1,13,2,2026-06-13T19:01:46.038154
pay_test_0633c54e55e1,cust_f7becd1b32,sub_99ab454851,mandate_414e2b4975,1499,INR,bank_timeout,BANK_TIMEOUT,active,4,20,5,2026-08-18T02:16:46.038175
pay_test_5de12eb7cfd0,cust_90257c0a3f,sub_1be610b6de,mandate_e3d64b7f38,299,INR,network_timeout,BANK_TIMEOUT,active,3,13,3,2026-07-07T08:09:46.038196
pay_test_fb24b7d40e35,cust_78b04bff06,sub_c224e61bfe,mandate_62c2ebd782,299,INR,mandate_revoked,REVOKED,revoked,4,7,2,2026-08-16T20:31:46.038229
pay_test_288c14302591,cust_0dcb96ad24,sub_3b49cce2ae,mandate_a9d905257a,799,INR,limit_exceeded,LIMIT_EXCEEDED,active,2,12,1,2026-07-12T17:52:46.038254
pay_test_b6bc10b5cfe7,cust_91635303b4,sub_63c69e5593,mandate_3ada597fda,499,INR,mandate_limit_exceeded,LIMIT_EXCEEDED,active,1,2,4,2026-07-21T01:14:46.038275
pay_test_844e93955ffd,cust_ac62e6a6d0,sub_defbef52f4,mandate_c7a60a0b0e,4999,INR,bank_timeout,BANK_TIMEOUT,active,2,2,1,2026-06-24T07:02:46.038297
